model,auroc_mean,auroc_std,pr_auc_mean,pr_auc_std,mcc_mean,mcc_std,brier_mean,brier_std,ece_mean,ece_std,global_threshold
RF_engineered_balanced,0.7050204105119608,0.0009817476057456531,0.13619612355673277,0.0020259589877504036,0.15513901263505414,5.3417129003419106e-05,0.2225608006421883,0.00044574304016618826,0.3582639035076438,0.00017272569493242962,0.4499999999999999
