auroc,pr_auc,mcc,brier,ece,threshold,model,cohort,prevalence,n_samples
0.5931299440323464,0.2346998621887294,0.11402461774389398,0.27802252769470215,0.3377235309280931,0.4499999999999999,XGB_engineered_weighted,study,0.1892814025510472,19051
0.5813053097345133,0.21855090998841975,0.06763094282365945,0.20200207829475403,0.20647716946410435,0.4499999999999999,XGB_engineered_weighted,validation,0.17518248175182483,137
