model,auroc_mean,auroc_std,pr_auc_mean,pr_auc_std,mcc_mean,mcc_std,brier_mean,brier_std,ece_mean,ece_std,global_threshold
XGB_engineered_weighted,0.7060561722506917,0.00029366080545428774,0.13738622604074788,0.00045969794722297563,0.1557729543247661,0.0007097114625695677,0.2250172272324562,7.023662328720093e-05,0.36209985487373864,0.0009124942730934782,0.4499999999999999
